microrregiao,percentil,start,end,duration_days
ALTO CAPIBARIBE,90.0,1994-09-26,1994-10-16,21
ALTO CAPIBARIBE,90.0,1994-11-02,1994-12-01,30
ALTO CAPIBARIBE,90.0,1995-10-04,1995-10-09,6
ALTO CAPIBARIBE,90.0,1995-10-18,1995-10-27,10
ALTO CAPIBARIBE,90.0,1995-12-07,1995-12-20,14
ALTO CAPIBARIBE,90.0,1996-09-30,1996-10-04,5
ALTO CAPIBARIBE,90.0,1996-10-25,1996-11-03,10
ALTO CAPIBARIBE,90.0,1996-11-19,1996-11-29,11
ALTO CAPIBARIBE,90.0,1997-10-05,1997-12-08,65
ALTO CAPIBARIBE,90.0,1998-10-12,1998-10-17,6
ALTO CAPIBARIBE,90.0,1998-10-28,1998-12-16,50
ALTO CAPIBARIBE,90.0,1999-09-28,1999-10-20,23
ALTO CAPIBARIBE,90.0,2000-11-02,2000-11-13,12
ALTO CAPIBARIBE,90.0,2001-10-03,2001-10-10,8
ALTO CAPIBARIBE,90.0,2001-10-19,2001-11-01,14
ALTO CAPIBARIBE,90.0,2001-11-12,2001-11-23,12
ALTO CAPIBARIBE,90.0,2003-09-26,2003-09-29,4
ALTO CAPIBARIBE,90.0,2003-10-06,2003-10-25,20
ALTO CAPIBARIBE,90.0,2003-10-29,2003-12-09,42
ALTO CAPIBARIBE,90.0,2003-12-22,2003-12-26,5
ALTO CAPIBARIBE,90.0,2004-11-05,2004-11-10,6
ALTO CAPIBARIBE,90.0,2004-11-25,2004-12-16,22
ALTO CAPIBARIBE,90.0,2005-10-22,2005-11-25,35
ALTO CAPIBARIBE,90.0,2006-10-04,2006-11-07,35
ALTO CAPIBARIBE,90.0,2006-11-17,2006-12-04,18
ALTO CAPIBARIBE,90.0,2008-10-27,2008-11-30,35
ALTO CAPIBARIBE,90.0,2008-12-25,2009-01-03,10
ALTO CAPIBARIBE,90.0,2009-11-14,2009-12-09,26
ALTO CAPIBARIBE,90.0,2010-09-29,2010-11-29,62
ALTO CAPIBARIBE,90.0,2013-10-06,2013-10-10,5
ALTO CAPIBARIBE,90.0,2013-11-14,2013-12-10,27
ALTO CAPIBARIBE,90.0,2014-12-26,2014-12-30,5
ALTO CAPIBARIBE,90.0,2015-10-12,2015-12-10,60
ALTO CAPIBARIBE,90.0,2016-09-21,2016-09-28,8
ALTO CAPIBARIBE,90.0,2016-09-30,2016-10-14,15
ALTO CAPIBARIBE,90.0,2016-10-19,2016-11-08,21
ALTO CAPIBARIBE,90.0,2016-11-10,2016-12-12,33
ALTO CAPIBARIBE,90.0,2017-11-04,2017-12-04,31
ALTO CAPIBARIBE,90.0,2017-12-11,2017-12-31,21
ALTO CAPIBARIBE,90.0,2018-09-28,2018-11-30,64
ALTO CAPIBARIBE,90.0,2018-12-02,2018-12-10,9
ALTO CAPIBARIBE,90.0,2019-09-30,2019-10-05,6
ALTO CAPIBARIBE,90.0,2019-10-13,2019-12-19,68
ALTO CAPIBARIBE,90.0,2020-01-26,2020-01-29,4
ALTO CAPIBARIBE,90.0,2021-10-10,2021-10-18,9
ALTO CAPIBARIBE,90.0,2021-11-02,2021-12-03,32
ALTO CAPIBARIBE,90.0,2022-10-25,2022-11-06,13
ALTO CAPIBARIBE,90.0,2022-11-10,2022-11-13,4
ALTO CAPIBARIBE,90.0,2022-11-23,2022-11-26,4
ALTO CAPIBARIBE,90.0,2023-09-29,2023-10-03,5
ALTO CAPIBARIBE,90.0,2023-10-24,2023-11-20,28
ALTO CAPIBARIBE,95.0,1994-09-30,1994-10-13,14
ALTO CAPIBARIBE,95.0,1994-11-14,1994-11-30,17
ALTO CAPIBARIBE,95.0,1995-10-19,1995-10-25,7
ALTO CAPIBARIBE,95.0,1996-10-31,1996-11-02,3
ALTO CAPIBARIBE,95.0,1996-11-21,1996-11-28,8
ALTO CAPIBARIBE,95.0,1997-10-31,1997-11-24,25
ALTO CAPIBARIBE,95.0,1998-10-31,1998-11-28,29
ALTO CAPIBARIBE,95.0,1998-12-07,1998-12-11,5
ALTO CAPIBARIBE,95.0,1999-10-14,1999-10-17,4
ALTO CAPIBARIBE,95.0,2001-10-20,2001-10-28,9
ALTO CAPIBARIBE,95.0,2001-11-14,2001-11-19,6
ALTO CAPIBARIBE,95.0,2003-10-08,2003-10-19,12
ALTO CAPIBARIBE,95.0,2003-11-01,2003-12-07,37
ALTO CAPIBARIBE,95.0,2004-11-28,2004-12-13,16
ALTO CAPIBARIBE,95.0,2005-10-26,2005-11-14,20
ALTO CAPIBARIBE,95.0,2006-11-22,2006-12-01,10
ALTO CAPIBARIBE,95.0,2008-11-01,2008-11-28,28
ALTO CAPIBARIBE,95.0,2010-10-03,2010-10-11,9
ALTO CAPIBARIBE,95.0,2013-11-25,2013-12-06,12
ALTO CAPIBARIBE,95.0,2015-10-16,2015-12-07,53
ALTO CAPIBARIBE,95.0,2016-10-03,2016-10-12,10
ALTO CAPIBARIBE,95.0,2016-11-15,2016-12-11,27
ALTO CAPIBARIBE,95.0,2017-11-06,2017-12-02,27
ALTO CAPIBARIBE,95.0,2018-10-06,2018-10-28,23
ALTO CAPIBARIBE,95.0,2018-11-15,2018-11-27,13
ALTO CAPIBARIBE,95.0,2018-12-04,2018-12-09,6
ALTO CAPIBARIBE,95.0,2019-10-20,2019-11-07,19
ALTO CAPIBARIBE,95.0,2019-11-10,2019-12-02,23
ALTO CAPIBARIBE,95.0,2019-12-08,2019-12-14,7
ALTO CAPIBARIBE,95.0,2021-10-12,2021-10-15,4
ALTO CAPIBARIBE,95.0,2021-11-03,2021-11-08,6
ALTO CAPIBARIBE,95.0,2021-11-16,2021-12-02,17
ALTO CAPIBARIBE,95.0,2022-10-28,2022-11-04,8
ALTO CAPIBARIBE,95.0,2023-10-25,2023-10-27,3
ALTO CAPIBARIBE,95.0,2023-10-29,2023-11-10,13
ALTO CAPIBARIBE,95.0,2023-11-13,2023-11-19,7
ALTO CAPIBARIBE,97.5,1995-10-21,1995-10-23,3
ALTO CAPIBARIBE,97.5,1996-11-23,1996-11-27,5
ALTO CAPIBARIBE,97.5,1998-11-03,1998-11-21,19
ALTO CAPIBARIBE,97.5,2003-10-10,2003-10-16,7
ALTO CAPIBARIBE,97.5,2003-11-04,2003-11-18,15
ALTO CAPIBARIBE,97.5,2004-12-01,2004-12-08,8
ALTO CAPIBARIBE,97.5,2005-10-30,2005-11-10,12
ALTO CAPIBARIBE,97.5,2008-11-05,2008-11-25,21
ALTO CAPIBARIBE,97.5,2015-10-20,2015-12-05,47
ALTO CAPIBARIBE,97.5,2016-10-06,2016-10-09,4
ALTO CAPIBARIBE,97.5,2016-11-19,2016-12-05,17
ALTO CAPIBARIBE,97.5,2017-11-08,2017-11-30,23
ALTO CAPIBARIBE,97.5,2018-10-15,2018-10-26,12
ALTO CAPIBARIBE,97.5,2018-11-20,2018-11-24,5
ALTO CAPIBARIBE,97.5,2018-12-06,2018-12-08,3
ALTO CAPIBARIBE,97.5,2019-10-24,2019-11-04,12
ALTO CAPIBARIBE,97.5,2019-11-12,2019-11-30,19
ALTO CAPIBARIBE,97.5,2021-11-03,2021-11-07,5
ALTO CAPIBARIBE,97.5,2021-11-19,2021-12-01,13
ALTO CAPIBARIBE,97.5,2022-11-01,2022-11-03,3
ALTO CAPIBARIBE,97.5,2023-10-31,2023-11-09,10
ALTO CAPIBARIBE,97.5,2023-11-13,2023-11-16,4
ARARIPINA,90.0,1994-10-14,1994-11-02,20
ARARIPINA,90.0,1994-11-10,1994-11-16,7
ARARIPINA,90.0,1995-09-28,1995-10-16,19
ARARIPINA,90.0,1996-09-20,1996-10-30,41
ARARIPINA,90.0,1997-09-15,1997-10-07,23
ARARIPINA,90.0,1998-09-08,1998-11-05,59
ARARIPINA,90.0,1998-11-08,1998-11-18,11
ARARIPINA,90.0,1999-09-14,1999-09-26,13
ARARIPINA,90.0,1999-10-09,1999-10-27,19
ARARIPINA,90.0,2000-10-05,2000-10-09,5
ARARIPINA,90.0,2000-10-16,2000-10-23,8
ARARIPINA,90.0,2001-09-09,2001-09-14,6
ARARIPINA,90.0,2001-09-26,2001-10-11,16
ARARIPINA,90.0,2001-10-19,2001-10-21,3
ARARIPINA,90.0,2001-10-29,2001-11-21,24
ARARIPINA,90.0,2003-10-06,2003-10-11,6
ARARIPINA,90.0,2003-10-25,2003-11-01,8
ARARIPINA,90.0,2004-09-15,2004-09-17,3
ARARIPINA,90.0,2004-10-04,2004-10-20,17
ARARIPINA,90.0,2004-10-25,2004-11-04,11
ARARIPINA,90.0,2004-11-07,2004-11-20,14
ARARIPINA,90.0,2005-09-05,2005-09-08,4
ARARIPINA,90.0,2005-09-18,2005-10-07,20
ARARIPINA,90.0,2005-10-09,2005-11-05,28
ARARIPINA,90.0,2005-11-08,2005-11-23,16
ARARIPINA,90.0,2006-09-20,2006-10-01,12
ARARIPINA,90.0,2006-10-03,2006-10-10,8
ARARIPINA,90.0,2006-10-27,2006-10-30,4
ARARIPINA,90.0,2008-09-14,2008-10-02,19
ARARIPINA,90.0,2008-10-13,2008-11-23,42
ARARIPINA,90.0,2009-09-20,2009-10-21,32
ARARIPINA,90.0,2009-11-25,2009-11-27,3
ARARIPINA,90.0,2010-09-24,2010-11-04,42
ARARIPINA,90.0,2013-09-20,2013-10-08,19
ARARIPINA,90.0,2013-10-19,2013-11-03,16
ARARIPINA,90.0,2014-09-16,2014-10-01,16
ARARIPINA,90.0,2014-10-14,2014-10-16,3
ARARIPINA,90.0,2014-10-29,2014-10-31,3
ARARIPINA,90.0,2015-09-02,2015-09-12,11
ARARIPINA,90.0,2015-09-20,2015-10-10,21
ARARIPINA,90.0,2015-10-12,2015-11-02,22
ARARIPINA,90.0,2015-11-04,2015-12-02,29
ARARIPINA,90.0,2016-09-19,2016-11-04,47
ARARIPINA,90.0,2016-11-12,2016-11-15,4
ARARIPINA,90.0,2016-11-22,2016-12-05,14
ARARIPINA,90.0,2017-10-11,2017-11-02,23
ARARIPINA,90.0,2018-09-11,2018-11-01,52
ARARIPINA,90.0,2018-11-09,2018-11-20,12
ARARIPINA,90.0,2019-09-12,2019-11-30,80
ARARIPINA,90.0,2021-09-06,2021-09-17,12
ARARIPINA,90.0,2021-10-02,2021-10-29,28
ARARIPINA,90.0,2022-09-21,2022-09-25,5
ARARIPINA,90.0,2022-09-29,2022-10-13,15
ARARIPINA,90.0,2022-10-15,2022-10-25,11
ARARIPINA,90.0,2023-08-23,2023-08-26,4
ARARIPINA,90.0,2023-08-30,2023-09-03,5
ARARIPINA,90.0,2023-09-12,2023-10-16,35
ARARIPINA,90.0,2023-10-18,2023-11-02,16
ARARIPINA,90.0,2023-11-08,2023-11-25,18
ARARIPINA,95.0,1994-10-24,1994-10-29,6
ARARIPINA,95.0,1995-10-07,1995-10-13,7
ARARIPINA,95.0,1997-09-15,1997-10-06,22
ARARIPINA,95.0,1998-09-14,1998-09-23,10
ARARIPINA,95.0,1998-10-14,1998-10-20,7
ARARIPINA,95.0,1998-10-22,1998-11-01,11
ARARIPINA,95.0,1998-11-12,1998-11-14,3
ARARIPINA,95.0,1999-09-21,1999-09-23,3
ARARIPINA,95.0,1999-10-17,1999-10-25,9
ARARIPINA,95.0,2001-09-10,2001-09-12,3
ARARIPINA,95.0,2001-09-27,2001-10-11,15
ARARIPINA,95.0,2001-11-03,2001-11-16,14
ARARIPINA,95.0,2004-10-05,2004-10-19,15
ARARIPINA,95.0,2004-11-09,2004-11-18,10
ARARIPINA,95.0,2005-09-20,2005-10-06,17
ARARIPINA,95.0,2005-10-12,2005-11-03,23
ARARIPINA,95.0,2005-11-09,2005-11-15,7
ARARIPINA,95.0,2005-11-17,2005-11-23,7
ARARIPINA,95.0,2006-09-24,2006-09-27,4
ARARIPINA,95.0,2006-10-07,2006-10-09,3
ARARIPINA,95.0,2008-10-27,2008-10-31,5
ARARIPINA,95.0,2009-09-22,2009-10-01,10
ARARIPINA,95.0,2010-10-03,2010-10-24,22
ARARIPINA,95.0,2013-09-22,2013-09-27,6
ARARIPINA,95.0,2013-09-29,2013-10-07,9
ARARIPINA,95.0,2013-10-20,2013-10-27,8
ARARIPINA,95.0,2014-09-17,2014-09-30,14
ARARIPINA,95.0,2015-09-04,2015-09-10,7
ARARIPINA,95.0,2015-09-23,2015-09-28,6
ARARIPINA,95.0,2015-10-03,2015-10-08,6
ARARIPINA,95.0,2015-10-15,2015-10-29,15
ARARIPINA,95.0,2015-11-05,2015-11-11,7
ARARIPINA,95.0,2015-11-13,2015-11-30,18
ARARIPINA,95.0,2016-09-19,2016-09-29,11
ARARIPINA,95.0,2016-10-05,2016-10-11,7
ARARIPINA,95.0,2016-10-15,2016-11-03,20
ARARIPINA,95.0,2016-11-23,2016-12-01,9
ARARIPINA,95.0,2018-09-13,2018-09-24,12
ARARIPINA,95.0,2018-10-02,2018-10-10,9
ARARIPINA,95.0,2018-10-22,2018-10-31,10
ARARIPINA,95.0,2019-09-13,2019-10-04,22
ARARIPINA,95.0,2019-10-14,2019-10-21,8
ARARIPINA,95.0,2019-10-23,2019-11-11,20
ARARIPINA,95.0,2019-11-15,2019-11-23,9
ARARIPINA,95.0,2021-10-03,2021-10-19,17
ARARIPINA,95.0,2022-10-02,2022-10-07,6
ARARIPINA,95.0,2023-09-23,2023-10-13,21
ARARIPINA,95.0,2023-10-22,2023-11-01,11
ARARIPINA,95.0,2023-11-13,2023-11-25,13
ARARIPINA,97.5,1997-09-15,1997-10-05,21
ARARIPINA,97.5,1998-10-15,1998-10-20,6
ARARIPINA,97.5,1998-10-25,1998-10-30,6
ARARIPINA,97.5,1999-10-22,1999-10-24,3
ARARIPINA,97.5,2001-09-29,2001-10-09,11
ARARIPINA,97.5,2001-11-08,2001-11-14,7
ARARIPINA,97.5,2004-10-11,2004-10-19,9
ARARIPINA,97.5,2004-11-11,2004-11-16,6
ARARIPINA,97.5,2005-10-14,2005-11-01,19
ARARIPINA,97.5,2009-09-23,2009-09-28,6
ARARIPINA,97.5,2010-10-05,2010-10-16,12
ARARIPINA,97.5,2013-09-23,2013-09-27,5
ARARIPINA,97.5,2013-10-01,2013-10-06,6
ARARIPINA,97.5,2014-09-18,2014-09-29,12
ARARIPINA,97.5,2015-10-03,2015-10-07,5
ARARIPINA,97.5,2015-10-16,2015-10-19,4
ARARIPINA,97.5,2015-11-15,2015-11-29,15
ARARIPINA,97.5,2016-09-20,2016-09-25,6
ARARIPINA,97.5,2016-10-22,2016-11-02,12
ARARIPINA,97.5,2016-11-23,2016-11-28,6
ARARIPINA,97.5,2018-09-14,2018-09-22,9
ARARIPINA,97.5,2018-10-24,2018-10-30,7
ARARIPINA,97.5,2019-09-22,2019-10-01,10
ARARIPINA,97.5,2019-10-15,2019-10-18,4
ARARIPINA,97.5,2019-11-06,2019-11-08,3
ARARIPINA,97.5,2019-11-15,2019-11-20,6
ARARIPINA,97.5,2021-10-05,2021-10-18,14
ARARIPINA,97.5,2023-09-24,2023-09-28,5
ARARIPINA,97.5,2023-10-02,2023-10-11,10
ARARIPINA,97.5,2023-10-25,2023-10-31,7
ARARIPINA,97.5,2023-11-22,2023-11-25,4
BREJO PERNAMBUCANO,90.0,1994-10-01,1994-10-13,13
BREJO PERNAMBUCANO,90.0,1994-11-06,1994-12-03,28
BREJO PERNAMBUCANO,90.0,1994-12-16,1994-12-23,8
BREJO PERNAMBUCANO,90.0,1995-10-18,1995-10-26,9
BREJO PERNAMBUCANO,90.0,1995-12-02,1995-12-26,25
BREJO PERNAMBUCANO,90.0,1996-10-28,1996-11-02,6
BREJO PERNAMBUCANO,90.0,1996-11-19,1996-11-30,12
BREJO PERNAMBUCANO,90.0,1997-10-18,1997-12-16,60
BREJO PERNAMBUCANO,90.0,1998-10-28,1998-12-19,53
BREJO PERNAMBUCANO,90.0,1999-10-16,1999-10-18,3
BREJO PERNAMBUCANO,90.0,2000-10-31,2000-11-18,19
BREJO PERNAMBUCANO,90.0,2000-11-25,2000-12-08,14
BREJO PERNAMBUCANO,90.0,2001-10-03,2001-10-08,6
BREJO PERNAMBUCANO,90.0,2001-10-20,2001-11-01,13
BREJO PERNAMBUCANO,90.0,2001-11-10,2001-11-24,15
BREJO PERNAMBUCANO,90.0,2003-10-09,2003-10-20,12
BREJO PERNAMBUCANO,90.0,2003-11-03,2003-12-11,39
BREJO PERNAMBUCANO,90.0,2003-12-20,2003-12-27,8
BREJO PERNAMBUCANO,90.0,2004-11-18,2004-12-21,34
BREJO PERNAMBUCANO,90.0,2005-10-24,2005-12-03,41
BREJO PERNAMBUCANO,90.0,2006-10-12,2006-11-04,24
BREJO PERNAMBUCANO,90.0,2006-11-17,2006-12-16,30
BREJO PERNAMBUCANO,90.0,2008-10-31,2008-12-03,34
BREJO PERNAMBUCANO,90.0,2008-12-21,2009-01-07,18
BREJO PERNAMBUCANO,90.0,2009-10-26,2009-12-16,52
BREJO PERNAMBUCANO,90.0,2010-10-05,2010-10-10,6
BREJO PERNAMBUCANO,90.0,2010-10-29,2010-12-08,41
BREJO PERNAMBUCANO,90.0,2010-12-17,2010-12-29,13
BREJO PERNAMBUCANO,90.0,2013-10-04,2013-10-08,5
BREJO PERNAMBUCANO,90.0,2013-11-10,2013-12-16,37
BREJO PERNAMBUCANO,90.0,2014-11-17,2014-11-20,4
BREJO PERNAMBUCANO,90.0,2014-12-23,2014-12-31,9
BREJO PERNAMBUCANO,90.0,2015-10-17,2015-12-10,55
BREJO PERNAMBUCANO,90.0,2016-10-02,2016-10-12,11
BREJO PERNAMBUCANO,90.0,2016-11-11,2016-12-12,32
BREJO PERNAMBUCANO,90.0,2017-11-05,2018-01-01,58
BREJO PERNAMBUCANO,90.0,2018-10-05,2018-10-30,26
BREJO PERNAMBUCANO,90.0,2018-11-10,2018-12-11,32
BREJO PERNAMBUCANO,90.0,2019-10-19,2019-12-26,69
BREJO PERNAMBUCANO,90.0,2020-01-25,2020-01-29,5
BREJO PERNAMBUCANO,90.0,2021-10-12,2021-10-21,10
BREJO PERNAMBUCANO,90.0,2021-11-01,2021-12-05,35
BREJO PERNAMBUCANO,90.0,2022-10-26,2022-11-08,14
BREJO PERNAMBUCANO,90.0,2022-11-10,2022-11-12,3
BREJO PERNAMBUCANO,90.0,2022-11-21,2022-11-26,6
BREJO PERNAMBUCANO,90.0,2023-10-02,2023-10-04,3
BREJO PERNAMBUCANO,90.0,2023-10-24,2023-11-20,28
BREJO PERNAMBUCANO,90.0,2023-11-29,2023-12-03,5
BREJO PERNAMBUCANO,90.0,2023-12-28,2023-12-30,3
BREJO PERNAMBUCANO,95.0,1994-11-21,1994-11-30,10
BREJO PERNAMBUCANO,95.0,1995-10-20,1995-10-24,5
BREJO PERNAMBUCANO,95.0,1995-12-07,1995-12-17,11
BREJO PERNAMBUCANO,95.0,1996-11-21,1996-11-29,9
BREJO PERNAMBUCANO,95.0,1997-10-29,1997-12-01,34
BREJO PERNAMBUCANO,95.0,1998-11-01,1998-12-12,42
BREJO PERNAMBUCANO,95.0,2001-10-21,2001-10-26,6
BREJO PERNAMBUCANO,95.0,2001-11-13,2001-11-19,7
BREJO PERNAMBUCANO,95.0,2003-10-11,2003-10-15,5
BREJO PERNAMBUCANO,95.0,2003-11-07,2003-11-19,13
BREJO PERNAMBUCANO,95.0,2003-11-26,2003-12-09,14
BREJO PERNAMBUCANO,95.0,2003-12-23,2003-12-25,3
BREJO PERNAMBUCANO,95.0,2004-11-26,2004-12-16,21
BREJO PERNAMBUCANO,95.0,2005-10-28,2005-11-14,18
BREJO PERNAMBUCANO,95.0,2006-10-23,2006-10-31,9
BREJO PERNAMBUCANO,95.0,2006-11-20,2006-12-05,16
BREJO PERNAMBUCANO,95.0,2008-11-03,2008-11-28,26
BREJO PERNAMBUCANO,95.0,2008-12-25,2009-01-01,8
BREJO PERNAMBUCANO,95.0,2009-11-27,2009-12-01,5
BREJO PERNAMBUCANO,95.0,2010-11-19,2010-11-28,10
BREJO PERNAMBUCANO,95.0,2013-11-24,2013-12-07,14
BREJO PERNAMBUCANO,95.0,2014-12-27,2014-12-29,3
BREJO PERNAMBUCANO,95.0,2015-10-20,2015-12-06,48
BREJO PERNAMBUCANO,95.0,2016-10-05,2016-10-10,6
BREJO PERNAMBUCANO,95.0,2016-11-16,2016-12-11,26
BREJO PERNAMBUCANO,95.0,2017-11-07,2017-12-11,35
BREJO PERNAMBUCANO,95.0,2017-12-19,2017-12-30,12
BREJO PERNAMBUCANO,95.0,2018-10-15,2018-10-27,13
BREJO PERNAMBUCANO,95.0,2018-11-15,2018-11-17,3
BREJO PERNAMBUCANO,95.0,2018-12-02,2018-12-10,9
BREJO PERNAMBUCANO,95.0,2019-10-27,2019-11-05,10
BREJO PERNAMBUCANO,95.0,2019-11-12,2019-12-03,22
BREJO PERNAMBUCANO,95.0,2019-12-07,2019-12-16,10
BREJO PERNAMBUCANO,95.0,2021-11-02,2021-11-10,9
BREJO PERNAMBUCANO,95.0,2021-11-15,2021-12-03,19
BREJO PERNAMBUCANO,95.0,2022-10-29,2022-11-05,8
BREJO PERNAMBUCANO,95.0,2023-10-30,2023-11-10,12
BREJO PERNAMBUCANO,95.0,2023-11-13,2023-11-20,8
BREJO PERNAMBUCANO,97.5,1996-11-22,1996-11-28,7
BREJO PERNAMBUCANO,97.5,1997-11-07,1997-11-19,13
BREJO PERNAMBUCANO,97.5,1998-11-04,1998-11-24,21
BREJO PERNAMBUCANO,97.5,2003-11-10,2003-11-16,7
BREJO PERNAMBUCANO,97.5,2003-12-04,2003-12-08,5
BREJO PERNAMBUCANO,97.5,2004-11-29,2004-12-13,15
BREJO PERNAMBUCANO,97.5,2005-10-31,2005-11-08,9
BREJO PERNAMBUCANO,97.5,2006-11-26,2006-12-01,6
BREJO PERNAMBUCANO,97.5,2008-11-06,2008-11-24,19
BREJO PERNAMBUCANO,97.5,2013-12-01,2013-12-04,4
BREJO PERNAMBUCANO,97.5,2015-10-22,2015-12-04,44
BREJO PERNAMBUCANO,97.5,2016-10-07,2016-10-09,3
BREJO PERNAMBUCANO,97.5,2016-11-21,2016-12-11,21
BREJO PERNAMBUCANO,97.5,2017-11-09,2017-12-02,24
BREJO PERNAMBUCANO,97.5,2018-10-17,2018-10-24,8
BREJO PERNAMBUCANO,97.5,2018-12-04,2018-12-09,6
BREJO PERNAMBUCANO,97.5,2019-11-14,2019-12-01,18
BREJO PERNAMBUCANO,97.5,2021-11-03,2021-11-08,6
BREJO PERNAMBUCANO,97.5,2021-11-18,2021-12-02,15
BREJO PERNAMBUCANO,97.5,2022-10-31,2022-11-02,3
BREJO PERNAMBUCANO,97.5,2023-11-01,2023-11-08,8
BREJO PERNAMBUCANO,97.5,2023-11-13,2023-11-20,8
GARANHUNS,90.0,1994-10-27,1994-12-12,47
GARANHUNS,90.0,1995-10-20,1995-10-26,7
GARANHUNS,90.0,1995-11-28,1995-12-28,31
GARANHUNS,90.0,1996-10-29,1996-11-02,5
GARANHUNS,90.0,1996-11-20,1996-12-01,12
GARANHUNS,90.0,1997-10-04,1997-10-07,4
GARANHUNS,90.0,1997-10-21,1997-12-12,53
GARANHUNS,90.0,1998-10-30,1998-12-17,49
GARANHUNS,90.0,1999-12-05,1999-12-19,15
GARANHUNS,90.0,2000-10-28,2000-11-15,19
GARANHUNS,90.0,2000-11-28,2000-12-11,14
GARANHUNS,90.0,2001-10-04,2001-10-08,5
GARANHUNS,90.0,2001-10-20,2001-10-26,7
GARANHUNS,90.0,2001-11-08,2001-11-28,21
GARANHUNS,90.0,2003-10-10,2003-10-17,8
GARANHUNS,90.0,2003-11-09,2003-12-13,35
GARANHUNS,90.0,2003-12-17,2003-12-28,12
GARANHUNS,90.0,2004-10-07,2004-10-09,3
GARANHUNS,90.0,2004-11-16,2004-12-26,41
GARANHUNS,90.0,2005-10-26,2005-12-16,52
GARANHUNS,90.0,2006-10-29,2006-11-11,14
GARANHUNS,90.0,2006-11-16,2006-12-23,38
GARANHUNS,90.0,2008-11-01,2008-12-07,37
GARANHUNS,90.0,2008-12-17,2009-01-04,19
GARANHUNS,90.0,2009-10-28,2009-12-21,55
GARANHUNS,90.0,2010-11-05,2010-12-03,29
GARANHUNS,90.0,2010-12-23,2010-12-29,7
GARANHUNS,90.0,2013-11-10,2013-12-25,46
GARANHUNS,90.0,2014-11-08,2014-11-15,8
GARANHUNS,90.0,2014-12-22,2014-12-31,10
GARANHUNS,90.0,2015-10-18,2015-12-16,60
GARANHUNS,90.0,2016-10-05,2016-10-11,7
GARANHUNS,90.0,2016-11-07,2016-12-12,36
GARANHUNS,90.0,2017-11-03,2018-01-02,61
GARANHUNS,90.0,2018-10-09,2018-10-29,21
GARANHUNS,90.0,2018-11-03,2018-12-11,39
GARANHUNS,90.0,2019-10-22,2020-01-02,73
GARANHUNS,90.0,2021-11-02,2021-12-07,36
GARANHUNS,90.0,2021-12-20,2021-12-25,6
GARANHUNS,90.0,2022-10-28,2022-11-03,7
GARANHUNS,90.0,2022-11-19,2022-11-27,9
GARANHUNS,90.0,2023-10-25,2023-10-27,3
GARANHUNS,90.0,2023-10-30,2023-11-11,13
GARANHUNS,90.0,2023-11-13,2023-11-20,8
GARANHUNS,90.0,2023-12-28,2023-12-30,3
GARANHUNS,95.0,1994-11-27,1994-11-29,3
GARANHUNS,95.0,1995-12-05,1995-12-25,21
GARANHUNS,95.0,1996-11-23,1996-11-28,6
GARANHUNS,95.0,1997-11-07,1997-11-24,18
GARANHUNS,95.0,1998-11-04,1998-12-09,36
GARANHUNS,95.0,2000-11-02,2000-11-08,7
GARANHUNS,95.0,2001-11-12,2001-11-22,11
GARANHUNS,95.0,2003-11-11,2003-11-18,8
GARANHUNS,95.0,2003-11-27,2003-12-10,14
GARANHUNS,95.0,2003-12-21,2003-12-26,6
GARANHUNS,95.0,2004-11-23,2004-12-15,23
GARANHUNS,95.0,2005-10-31,2005-11-21,22
GARANHUNS,95.0,2006-11-20,2006-12-18,29
GARANHUNS,95.0,2008-11-05,2008-11-30,26
GARANHUNS,95.0,2008-12-26,2008-12-29,4
GARANHUNS,95.0,2009-11-08,2009-12-15,38
GARANHUNS,95.0,2010-11-19,2010-11-27,9
GARANHUNS,95.0,2013-11-26,2013-12-07,12
GARANHUNS,95.0,2015-10-22,2015-12-09,49
GARANHUNS,95.0,2016-10-06,2016-10-09,4
GARANHUNS,95.0,2016-11-12,2016-12-11,30
GARANHUNS,95.0,2017-11-06,2017-12-13,38
GARANHUNS,95.0,2017-12-17,2017-12-31,15
GARANHUNS,95.0,2018-10-14,2018-10-23,10
GARANHUNS,95.0,2018-11-12,2018-11-18,7
GARANHUNS,95.0,2018-11-29,2018-12-10,12
GARANHUNS,95.0,2019-11-01,2019-12-09,39
GARANHUNS,95.0,2021-11-03,2021-11-08,6
GARANHUNS,95.0,2021-11-15,2021-12-04,20
GARANHUNS,95.0,2021-12-22,2021-12-24,3
GARANHUNS,95.0,2022-11-24,2022-11-26,3
GARANHUNS,95.0,2023-11-04,2023-11-08,5
GARANHUNS,95.0,2023-11-13,2023-11-20,8
GARANHUNS,97.5,1996-11-24,1996-11-26,3
GARANHUNS,97.5,1997-11-11,1997-11-14,4
GARANHUNS,97.5,1998-11-07,1998-12-05,29
GARANHUNS,97.5,2001-11-14,2001-11-19,6
GARANHUNS,97.5,2003-12-03,2003-12-08,6
GARANHUNS,97.5,2004-11-27,2004-12-13,17
GARANHUNS,97.5,2005-11-02,2005-11-04,3
GARANHUNS,97.5,2006-11-25,2006-12-04,10
GARANHUNS,97.5,2008-11-07,2008-11-25,19
GARANHUNS,97.5,2009-11-14,2009-12-04,21
GARANHUNS,97.5,2013-12-02,2013-12-04,3
GARANHUNS,97.5,2015-10-30,2015-12-06,38
GARANHUNS,97.5,2016-11-14,2016-11-28,15
