microrregiao,percentil,start,end,duration_days
VALE DO IPOJUCA,90.0,2021-10-10,2021-10-17,8
VALE DO IPOJUCA,90.0,2021-11-01,2021-12-04,34
VALE DO IPOJUCA,90.0,2022-10-25,2022-11-05,12
VALE DO IPOJUCA,90.0,2022-11-20,2022-11-26,7
VALE DO IPOJUCA,90.0,2023-10-01,2023-10-04,4
VALE DO IPOJUCA,90.0,2023-10-24,2023-11-20,28
VALE DO IPOJUCA,95.0,1994-10-02,1994-10-06,5
VALE DO IPOJUCA,95.0,1994-11-12,1994-11-30,19
VALE DO IPOJUCA,95.0,1995-10-20,1995-10-25,6
VALE DO IPOJUCA,95.0,1996-11-21,1996-11-28,8
VALE DO IPOJUCA,95.0,1997-10-30,1997-11-24,26
VALE DO IPOJUCA,95.0,1998-11-01,1998-12-04,34
VALE DO IPOJUCA,95.0,2000-11-02,2000-11-08,7
VALE DO IPOJUCA,95.0,2001-10-20,2001-10-26,7
VALE DO IPOJUCA,95.0,2001-11-12,2001-11-21,10
VALE DO IPOJUCA,95.0,2003-10-10,2003-10-17,8
VALE DO IPOJUCA,95.0,2003-11-08,2003-11-20,13
VALE DO IPOJUCA,95.0,2003-11-25,2003-12-08,14
VALE DO IPOJUCA,95.0,2004-11-26,2004-12-12,17
VALE DO IPOJUCA,95.0,2005-10-28,2005-11-16,20
VALE DO IPOJUCA,95.0,2006-11-20,2006-12-03,14
VALE DO IPOJUCA,95.0,2008-11-02,2008-11-28,27
VALE DO IPOJUCA,95.0,2009-11-13,2009-12-04,22
VALE DO IPOJUCA,95.0,2010-11-22,2010-11-25,4
VALE DO IPOJUCA,95.0,2013-11-26,2013-12-05,10
VALE DO IPOJUCA,95.0,2015-10-18,2015-12-07,51
VALE DO IPOJUCA,95.0,2016-10-05,2016-10-11,7
VALE DO IPOJUCA,95.0,2016-11-14,2016-12-11,28
VALE DO IPOJUCA,95.0,2017-11-05,2017-12-05,31
VALE DO IPOJUCA,95.0,2017-12-27,2017-12-30,4
VALE DO IPOJUCA,95.0,2018-10-07,2018-10-27,21
VALE DO IPOJUCA,95.0,2018-11-09,2018-11-26,18
VALE DO IPOJUCA,95.0,2018-12-03,2018-12-09,7
VALE DO IPOJUCA,95.0,2019-10-22,2019-12-02,42
VALE DO IPOJUCA,95.0,2021-11-02,2021-11-08,7
VALE DO IPOJUCA,95.0,2021-11-13,2021-12-03,21
VALE DO IPOJUCA,95.0,2022-10-29,2022-11-02,5
VALE DO IPOJUCA,95.0,2023-10-25,2023-10-27,3
VALE DO IPOJUCA,95.0,2023-10-30,2023-11-09,11
VALE DO IPOJUCA,95.0,2023-11-13,2023-11-20,8
VALE DO IPOJUCA,97.5,1995-10-21,1995-10-23,3
VALE DO IPOJUCA,97.5,1996-11-23,1996-11-27,5
VALE DO IPOJUCA,97.5,1997-11-09,1997-11-15,7
VALE DO IPOJUCA,97.5,1998-11-04,1998-11-24,21
VALE DO IPOJUCA,97.5,2001-10-22,2001-10-24,3
VALE DO IPOJUCA,97.5,2001-11-14,2001-11-18,5
VALE DO IPOJUCA,97.5,2003-10-11,2003-10-14,4
VALE DO IPOJUCA,97.5,2003-11-10,2003-11-17,8
VALE DO IPOJUCA,97.5,2004-12-01,2004-12-07,7
VALE DO IPOJUCA,97.5,2005-10-31,2005-11-11,12
VALE DO IPOJUCA,97.5,2006-11-27,2006-11-30,4
VALE DO IPOJUCA,97.5,2008-11-05,2008-11-26,22
VALE DO IPOJUCA,97.5,2015-10-21,2015-12-05,46
VALE DO IPOJUCA,97.5,2016-10-06,2016-10-10,5
VALE DO IPOJUCA,97.5,2016-11-16,2016-11-29,14
VALE DO IPOJUCA,97.5,2017-11-07,2017-12-02,26
VALE DO IPOJUCA,97.5,2018-10-12,2018-10-25,14
VALE DO IPOJUCA,97.5,2018-11-15,2018-11-17,3
VALE DO IPOJUCA,97.5,2018-12-06,2018-12-08,3
VALE DO IPOJUCA,97.5,2019-10-28,2019-11-04,8
VALE DO IPOJUCA,97.5,2019-11-12,2019-11-29,18
VALE DO IPOJUCA,97.5,2021-11-03,2021-11-07,5
VALE DO IPOJUCA,97.5,2021-11-20,2021-12-02,13
VALE DO IPOJUCA,97.5,2023-11-02,2023-11-08,7
VALE DO IPOJUCA,97.5,2023-11-13,2023-11-20,8
VITORIA DE SANTO ANTAO,90.0,1994-10-04,1994-12-12,70
VITORIA DE SANTO ANTAO,90.0,1996-10-04,1996-11-17,45
VITORIA DE SANTO ANTAO,90.0,1998-10-27,1998-12-26,61
VITORIA DE SANTO ANTAO,90.0,1999-11-18,1999-11-30,13
VITORIA DE SANTO ANTAO,90.0,1999-12-27,1999-12-30,4
VITORIA DE SANTO ANTAO,90.0,2001-11-02,2001-12-07,36
VITORIA DE SANTO ANTAO,90.0,2003-10-12,2003-12-27,77
VITORIA DE SANTO ANTAO,90.0,2004-11-02,2004-12-27,56
VITORIA DE SANTO ANTAO,90.0,2005-01-18,2005-01-30,13
VITORIA DE SANTO ANTAO,90.0,2005-10-31,2005-12-23,54
VITORIA DE SANTO ANTAO,90.0,2006-10-21,2006-12-11,52
VITORIA DE SANTO ANTAO,90.0,2010-10-07,2010-12-30,85
VITORIA DE SANTO ANTAO,90.0,2013-11-21,2013-12-22,32
VITORIA DE SANTO ANTAO,90.0,2014-11-03,2014-12-04,32
VITORIA DE SANTO ANTAO,90.0,2015-10-13,2015-12-06,55
VITORIA DE SANTO ANTAO,90.0,2016-09-25,2016-10-20,26
VITORIA DE SANTO ANTAO,90.0,2016-10-29,2016-12-25,58
VITORIA DE SANTO ANTAO,90.0,2017-11-02,2018-01-01,61
VITORIA DE SANTO ANTAO,90.0,2018-10-25,2018-11-29,36
VITORIA DE SANTO ANTAO,90.0,2019-10-01,2020-01-21,113
VITORIA DE SANTO ANTAO,90.0,2021-10-19,2021-12-04,47
VITORIA DE SANTO ANTAO,90.0,2022-10-24,2022-11-16,24
VITORIA DE SANTO ANTAO,90.0,2022-11-21,2022-11-28,8
VITORIA DE SANTO ANTAO,90.0,2023-10-29,2023-12-03,36
VITORIA DE SANTO ANTAO,95.0,1994-11-16,1994-12-06,21
VITORIA DE SANTO ANTAO,95.0,1996-10-27,1996-11-05,10
VITORIA DE SANTO ANTAO,95.0,1998-11-01,1998-12-13,43
VITORIA DE SANTO ANTAO,95.0,2001-11-11,2001-11-24,14
VITORIA DE SANTO ANTAO,95.0,2003-10-28,2003-12-17,51
VITORIA DE SANTO ANTAO,95.0,2004-11-08,2004-12-17,40
VITORIA DE SANTO ANTAO,95.0,2005-11-07,2005-11-26,20
VITORIA DE SANTO ANTAO,95.0,2006-10-27,2006-11-11,16
VITORIA DE SANTO ANTAO,95.0,2006-11-16,2006-12-05,20
VITORIA DE SANTO ANTAO,95.0,2010-10-27,2010-12-03,38
VITORIA DE SANTO ANTAO,95.0,2013-11-30,2013-12-08,9
VITORIA DE SANTO ANTAO,95.0,2014-11-13,2014-11-26,14
VITORIA DE SANTO ANTAO,95.0,2015-10-21,2015-12-02,43
VITORIA DE SANTO ANTAO,95.0,2016-10-04,2016-10-12,9
VITORIA DE SANTO ANTAO,95.0,2016-11-10,2016-12-14,35
VITORIA DE SANTO ANTAO,95.0,2017-11-06,2017-12-11,36
VITORIA DE SANTO ANTAO,95.0,2019-10-24,2019-12-01,39
VITORIA DE SANTO ANTAO,95.0,2021-10-24,2021-11-30,38
VITORIA DE SANTO ANTAO,95.0,2022-10-27,2022-11-14,19
VITORIA DE SANTO ANTAO,95.0,2023-11-01,2023-11-30,30
VITORIA DE SANTO ANTAO,97.5,1994-11-22,1994-12-03,12
VITORIA DE SANTO ANTAO,97.5,1998-11-04,1998-12-02,29
VITORIA DE SANTO ANTAO,97.5,2003-11-05,2003-11-10,6
VITORIA DE SANTO ANTAO,97.5,2004-11-24,2004-12-11,18
VITORIA DE SANTO ANTAO,97.5,2006-11-24,2006-12-02,9
VITORIA DE SANTO ANTAO,97.5,2010-11-15,2010-11-27,13
VITORIA DE SANTO ANTAO,97.5,2014-11-18,2014-11-22,5
VITORIA DE SANTO ANTAO,97.5,2015-10-30,2015-11-29,31
VITORIA DE SANTO ANTAO,97.5,2016-11-18,2016-12-06,19
VITORIA DE SANTO ANTAO,97.5,2017-11-08,2017-12-04,27
VITORIA DE SANTO ANTAO,97.5,2019-10-29,2019-11-25,28
VITORIA DE SANTO ANTAO,97.5,2021-10-27,2021-11-27,32
VITORIA DE SANTO ANTAO,97.5,2022-10-30,2022-11-12,14
VITORIA DE SANTO ANTAO,97.5,2023-11-02,2023-11-29,28
